	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
1985	249	It has tags of robin, robin, grazing, myricae	745	it	Criteria iii	Criteria v	Criteria x	0.3361982405185699	0.560975044965744	Criteria iii	Criteria x	Criteria vii	0.26667717	0.6644672	True	0.5	0.8988541465001932
1986	250	It has title of Sunset in Venice	750	it	Criteria vi	Criteria iii	Criteria i	0.2887504696846008	0.5966994762420654	Criteria i	Criteria x	Criteria iv	0.46331882	0.6359792	False	0.2	0.5396497644866155
1987	251	It has tags of sea, travel, venice, venice, sunset, sky, landscape, lagoon, red, red, beautiful	750	it	Criteria vii	Criteria ix	Criteria x	0.4963998198509216	0.7361147403717041	Criteria i	Criteria ii	Criteria iv	0.22606914	0.6429964	False	0.0	0.2220932810330921
1988	252	Archi Biennale Trip	751	it	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria i	Criteria ii	Criteria iii	0.59414303	0.78572756	False	0.2	0.23704552393648076
1989	253	It has title of Venezia 10-2021	751	it	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7342397141361224
1990	254	Works by Lorenzo Quinn	755	it	Criteria i	Criteria ii	Criteria iv	0.920275330543518	0.981528701260686	Criteria vi	Criteria i	Criteria iv	0.3404048	0.73774034	False	0.5	0.6896191418570823
1991	255	Works by Lorenzo Quinn	756	it	Criteria i	Criteria ii	Criteria iv	0.920275330543518	0.981528701260686	Criteria vi	Criteria i	Criteria iv	0.3404048	0.73774034	False	0.5	0.6896191418570823
1992	256	It has title of Venice: Locomotive FS E.464, Venice Santa Lucia (Veneto)	758	it	Criteria vi	Criteria iii	Criteria iv	0.4885971844196319	0.792276456952095	Criteria ii	Criteria iv	Criteria i	0.2748362	0.76332235	False	0.2	0.5733961945588704
1993	257	It has tags of locomotivafse, italian railways, fs, trenitalia, venice, venice, veneziasantalucia	758	it	Criteria iii	Criteria iv	Criteria ii	0.3185281157493591	0.8452089726924896	Criteria ii	Criteria iv	Criteria vi	0.5524262	0.8714583	False	0.5	0.7476426963730206
1994	258	It has title of Venice: Locomotive FS E.414, Venice Santa Lucia (Veneto)	759	it	Criteria vi	Criteria iii	Criteria iv	0.4885971844196319	0.792276456952095	Criteria ii	Criteria iv	Criteria i	0.2748362	0.76332235	False	0.2	0.5733961945588704
1995	259	It has tags of locomotivafse, italian railways, fs, trenitalia, venice, venice, veneziasantalucia	759	it	Criteria iii	Criteria iv	Criteria ii	0.3185281157493591	0.8452089726924896	Criteria ii	Criteria iv	Criteria vi	0.5524262	0.8714583	False	0.5	0.7476426963730206
1996	260	It has title of Venice: Venice Santa Lucia Station (Veneto)	760	it	Criteria vi	Criteria iii	Criteria i	0.3090520799160003	0.7222378998994827	Criteria iv	Criteria ii	Criteria i	0.36415577	0.8058057	False	0.2	0.617183477015353
1997	261	It has tags of railways, fs, trenitalia, venice, venice, venezia santalucia	760	it	Criteria iii	Criteria iv	Criteria ii	0.4344419240951538	0.8074757233262062	Criteria ii	Criteria iv	Criteria vi	0.7231145	0.89416444	False	0.5	0.3503039501839779
1998	263	It has tags of Venice, province of Venice, Italy	761	it	Criteria iii	Criteria ii	Criteria vi	0.4102197289466858	0.7284641861915588	Criteria i	Criteria ii	Criteria iii	0.4098014	0.80167544	False	0.5	0.6126947089131501
1999	264	It has title of San Giorgio Maggiore II	787	it	Criteria i	Criteria vi	Criteria iii	0.2898225784301758	0.6964516639709473	Criteria i	Criteria ii	Criteria iv	0.72699547	0.85728097	True	0.2	0.7561167602477149
2000	265	It has tags of architecture, sangiorgiomaggiore, europe, italy, venice, rivadeglischiavoni, format, venedig, venezia, venice, church, kirche, longexposure, poselongue	787	it	Criteria ii	Criteria iii	Criteria iv	0.3367707729339599	0.8840238451957703	Criteria i	Criteria ii	Criteria iv	0.6444304	0.9181534	False	0.5	0.3186126385304493
2001	266	It has title of Correr Museum, Piazza di San Marco, Venice	791	it	Criteria vi	Criteria iii	Criteria i	0.3291962742805481	0.7432972639799118	Criteria i	Criteria ii	Criteria iii	0.4835545	0.89515245	False	0.5	0.49381436886841906
2002	267	It has tags of Italy, Italy, Venice, Venice	797	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2003	268	It has tags of Italy, Italy, Venice, Venice	798	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2004	269	It has tags of Italy, Italy, Venice, Venice	799	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2005	270	It has tags of Italy, Italy, Venice, Venice	800	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2006	271	Venice - Hotel Principe 4 Stelle - More at:	801	it	Criteria vi	Criteria iii	Criteria ii	0.3360648155212402	0.6969385147094727	Criteria i	Criteria ii	Criteria iv	0.54830074	0.90831125	False	0.2	0.45185983251306744
2007	272	It has tags of Italy, Italy, Venice, Venice	801	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2008	273	It has tags of Italy, Italy, Venice, Venice	802	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2009	274	It has tags of Italy, Italy, Venice, Venice	803	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2010	275	It has tags of Italy, Italy, Venice, Venice	804	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2011	276	It has tags of Italy, Italy, Venice, Venice	805	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2012	277	It has tags of Italy, Italy, Venice, Venice	806	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2013	278	It has tags of Italy, Italy, Venice, Venice	807	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2014	279	It has tags of Italy, Italy, Venice, Venice	808	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2015	280	It has title of San Marco basilica, Venice	812	it	Criteria vi	Criteria i	Criteria iii	0.360891580581665	0.7821348905563354	Criteria vi	Criteria i	Criteria ii	0.34354272	0.79069155	True	0.5	0.9406224909778771
2016	281	It has tags of Venice, San, Piazzasanmarco, Sanmarcobasilica	812	it	Criteria iii	Criteria vi	Criteria ii	0.2738715708255768	0.7025622725486755	Criteria i	Criteria ii	Criteria iv	0.33207303	0.6990888	False	0.2	0.8068942867815403
2017	282	It has title of San Marco basilica in Venice	813	it	Criteria vi	Criteria i	Criteria iii	0.3994468450546264	0.7691129446029663	Criteria i	Criteria vi	Criteria ii	0.4106376	0.8236608	False	0.5	0.8768380550742367
2018	283	It has tags of Venice, San, Piazzasanmarco, Sanmarcobasilica	813	it	Criteria iii	Criteria vi	Criteria ii	0.2738715708255768	0.7025622725486755	Criteria i	Criteria ii	Criteria iv	0.33207303	0.6990888	False	0.2	0.8068942867815403
2019	284	It has tags of Venice, San, Piazzasanmarco, bell tower	814	it	Criteria iii	Criteria vi	Criteria iv	0.2602630257606506	0.6572253853082657	Criteria i	Criteria ii	Criteria iv	0.43377876	0.8618735	False	0.2	0.6873934844234105
2020	285	It has title of Quiet Cannaregio quarter of Venice	815	it	Criteria vi	Criteria iii	Criteria iv	0.266954243183136	0.662285253405571	Criteria iv	Criteria i	Criteria ii	0.3519604	0.6946089	False	0.2	0.5819121454176801
2021	286	It has tags of venice, cannaregio	815	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.7269182	0.91435874	False	0.2	0.34031894481894964
2022	287	It has title of Campo San Provolo, Venice	816	it	Criteria vi	Criteria iii	Criteria iv	0.4265782237052917	0.7950843125581741	Criteria i	Criteria iv	Criteria vi	0.3853073	0.7325867	False	0.5	0.6320563919420574
2023	288	It has tags of venice, camposanprovolo	816	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iii	0.63670033	0.83252406	False	0.5	0.4489235153156196
2024	289	It has title of Tintoretto's grave monument, Venice	817	it	Criteria vi	Criteria i	Criteria iii	0.3988046646118164	0.8050867766141891	Criteria i	Criteria ii	Criteria iii	0.42009357	0.8235692	False	0.5	0.5779691914327558
2025	290	It has tags of venice, madonnadellorto, tintoretto	817	it	Criteria iii	Criteria ii	Criteria vi	0.497152179479599	0.7868546396493912	Criteria i	Criteria ii	Criteria iii	0.7299686	0.90138906	False	0.5	0.21565888403910122
2026	291	In Cannaregio quarter	818	it	Criteria ii	Criteria vi	Criteria iii	0.2331355512142181	0.5320390611886978	Criteria i	Criteria ii	Criteria iv	0.78670835	0.93624836	False	0.2	0.3611066098116871
2027	292	It has title of Rio di San Girolamo, Venice	818	it	Criteria vi	Criteria viii	Criteria i	0.2590446770191192	0.6166721135377884	Criteria i	Criteria vi	Criteria ii	0.49382073	0.819046	False	0.5	0.7059692400201802
2028	293	It has tags of venice, riodisangirolamo	818	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.84899473	0.9354187	False	0.2	0.28388315405184433
2029	294	In Cannaregio quarter	819	it	Criteria ii	Criteria vi	Criteria iii	0.2331355512142181	0.5320390611886978	Criteria i	Criteria ii	Criteria iv	0.78670835	0.93624836	False	0.2	0.3611066098116871
2030	295	It has title of Rio della Sensa, Venice	819	it	Criteria vi	Criteria iii	Criteria i	0.3040816783905029	0.6588704586029053	Criteria i	Criteria ii	Criteria iv	0.6622877	0.8510239	False	0.2	0.4998633140899392
2031	296	It has tags of venice, riodellasensa	819	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.8718082	0.93669116	False	0.2	0.2738099056139115
2032	297	It has tags of venice, ghetto	820	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria iv	Criteria iii	Criteria ii	0.46975222	0.8024667	False	0.5	0.7063005616531801
2033	298	It has tags of venice, ghetto, campoghettonuovo	821	it	Criteria iii	Criteria ii	Criteria vi	0.4420107305049896	0.757837563753128	Criteria iv	Criteria ii	Criteria iii	0.5074518	0.8613168	False	0.5	0.6123281987769909
2034	299	It has title of Stolpersteine ​​in Ghetto Nuovo, Venice	822	it	Criteria vi	Criteria iii	Criteria iv	0.3441006541252136	0.7084624618291855	Criteria iv	Criteria iii	Criteria vi	0.48011276	0.8081815	False	1.0	0.6938854846405358
2035	300	It has title of Levatine synagogue in Ghetto Vecchio, Venice	823	it	Criteria vi	Criteria iii	Criteria iv	0.3238647580146789	0.7588036805391312	Criteria vi	Criteria iv	Criteria ii	0.734018	0.8718408	True	0.5	0.7710650416972693
2036	301	It has tags of venice, ghetto, synagogue	823	it	Criteria iii	Criteria iv	Criteria ii	0.5353721976280212	0.7990120053291321	Criteria iv	Criteria ii	Criteria iii	0.31807178	0.78781325	False	1.0	0.6783817201904156
2037	302	It has title of Venice, Piazzetta, View of San Giorgio Maggiore	824	it	Criteria vi	Criteria iii	Criteria i	0.4869751632213592	0.7742677703499794	Criteria i	Criteria iv	Criteria vi	0.42628545	0.7939328	False	0.5	0.46837070151313553
2038	303	It has tags of venedig, venice, venezia, italien, italy, italia, piazzetta, giudecca, isolasangiorgio, chiesadisangiorgiomaggiore	824	it	Criteria iii	Criteria ii	Criteria iv	0.4915853440761566	0.8289063274860382	Criteria ii	Criteria i	Criteria iv	0.52782094	0.90303016	False	0.5	0.43185138614409346
2039	304	It has title of Venice, Campo San Zanipolo, Scuola Grande di San Marco, Venetian Lion	828	it	Criteria vi	Criteria iii	Criteria iv	0.4846848249435425	0.8532805517315865	Criteria i	Criteria vi	Criteria iii	0.5315257	0.79572916	False	0.5	0.4745476276147823
2040	305	It has tags of venedig, venice, venezia, italian, italy, italia, sestierecastello, camposanzanipolo, scuolagrandedisanmarco, venetianlion, venezianischerl	828	it	Criteria ii	Criteria iii	Criteria iv	0.3634803891181946	0.8314149081707001	Criteria iii	Criteria ii	Criteria vi	0.33651385	0.77539635	False	0.5	0.9608531189730692
2041	306	It has title of Gondolas seen from Ponte delle Guglie, Venice	836	it	Criteria vi	Criteria i	Criteria ii	0.3966717422008514	0.7521683722734451	Criteria i	Criteria iv	Criteria ii	0.86719036	0.9371617	False	0.5	0.4744059965595542
2042	307	It has tags of venice, gondolas, pontedelleguglie	836	it	Criteria iii	Criteria ii	Criteria vi	0.4420107305049896	0.757837563753128	Criteria i	Criteria ii	Criteria iv	0.6084365	0.91066545	False	0.2	0.2996878596769309
2043	308	It has title of Interior of the Santa Maria degli Scalzi	837	it	Criteria i	Criteria iv	Criteria ii	0.3293089866638183	0.6833458989858627	Criteria i	Criteria ii	Criteria iv	0.8596475	0.93115777	True	1.0	0.749926227662224
2044	309	It has tags of venice, church, santamariadinazareth, santamariadeghliscalzi	837	it	Criteria iii	Criteria iv	Criteria vi	0.4530358910560608	0.8062479197978973	Criteria i	Criteria ii	Criteria iv	0.28777066	0.74602616	False	0.2	0.6404778493273304
2045	310	It has title of Bridge of Sighs	838	it	Criteria vi	Criteria i	Criteria iii	0.3323766887187958	0.7439395934343338	Criteria i	Criteria iv	Criteria vi	0.28812727	0.7010715	False	0.5	0.891182910399147
2046	311	It has title of Venice, Piazza San Marco, Caffè Quadri seen from Caffè Florian	839	it	Criteria vi	Criteria iii	Criteria iv	0.4386360347270965	0.7735850214958191	Criteria i	Criteria iv	Criteria ii	0.6046263	0.8856155	False	0.2	0.3441356593206011
2047	312	It has tags of venedig, venice, venezia, italian, italy, italia, piazzadisanmarco, caff, caff	839	it	Criteria ii	Criteria iii	Criteria iv	0.3474754095077514	0.8162918537855148	Criteria ii	Criteria iv	Criteria iii	0.53851	0.84368056	True	1.0	0.7957220471107842
2048	313	It has title of Venice, Torre del'Orologio seen from St Mark's Campanile,	840	it	Criteria vi	Criteria iii	Criteria iv	0.5108686685562134	0.8475488349795341	Criteria i	Criteria iv	Criteria ii	0.5730761	0.91464794	False	0.2	0.2709337148413696
2049	314	It has tags of venedig, venice, venezia, italien, italy, italia, piazzadisanmarco	840	it	Criteria iii	Criteria ii	Criteria iv	0.4810148775577545	0.8121713399887085	Criteria ii	Criteria i	Criteria iv	0.6972617	0.90636605	False	0.5	0.45969684144973794
2050	315	It has title of Venice, Piazza San Marco, St Mark's Campanile	841	it	Criteria vi	Criteria iii	Criteria i	0.4221995770931244	0.7910075038671494	Criteria iv	Criteria i	Criteria ii	0.37031057	0.84728825	False	0.2	0.5268535340359685
2051	316	It has tags of venedig, venice, venezia, italien, italy, italia, piazzadisanmarco	841	it	Criteria iii	Criteria ii	Criteria iv	0.4810148775577545	0.8121713399887085	Criteria ii	Criteria i	Criteria iv	0.6972617	0.90636605	False	0.5	0.45969684144973794
2052	317	It has tags of Venice, Venice, Italy, Italy, Italy, Dogenpalst, Palazzo Ducale, Dogespalace, Giant Climbing	842	it	Criteria ii	Criteria iii	Criteria vi	0.392974853515625	0.8389186263084412	Criteria i	Criteria ii	Criteria iv	0.47965667	0.8340598	False	0.2	0.4655469338876901
2053	318	It has title of Venice, Grand Canal, Palazzo Giustiniani (Hotel Europa)	843	it	Criteria vi	Criteria iii	Criteria iv	0.3537115752696991	0.7891167104244232	Criteria i	Criteria iv	Criteria ii	0.77869695	0.893086	False	0.2	0.29778054145627836
2054	319	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, palazzogiustiniani, hoteleuropa	843	it	Criteria iii	Criteria ii	Criteria iv	0.485527366399765	0.8255295678973198	Criteria ii	Criteria i	Criteria iv	0.4433709	0.90071905	False	0.5	0.42704600822906447
2055	320	It has tags of Italy, Italy, Venice, Venice	850	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2056	321	It has tags of Italy, Italy, Venice, Venice	851	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2057	322	It has tags of Italy, Italy, Venice, Venice	852	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2058	323	It has tags of Italy, Italy, Venice, Venice	853	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2059	324	It has tags of Italy, Italy, Venice, Venice	854	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
2060	325	It has tags of Italy, Italy, Venice, Venice	855	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
